WeatherPy_Database,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
591,Bonnyville,CA,2021-03-15 01:00:50,54.2668,-110.735,50.0,50,75,11.5
592,Guozhen,CN,2021-03-15 01:00:50,34.3659,107.359,61.99,57,0,2.01
593,Bagdarin,RU,2021-03-15 01:00:51,54.4333,113.6,4.19,59,0,9.28
594,Kismayo,SO,2021-03-15 00:59:19,-0.3582,42.5454,77.49,80,11,10.71
595,Dzierzoniow,PL,2021-03-15 00:58:48,50.7282,16.6514,34.0,87,11,5.5
596,Sinnamary,GF,2021-03-15 01:00:51,5.3833,-52.95,77.05,86,100,9.8
597,Ozernovskiy,RU,2021-03-15 01:00:52,51.5,156.5167,35.69,70,0,5.17
598,Kasongo-Lunda,CD,2021-03-15 01:00:52,-6.4667,16.8167,68.72,95,100,0.4
599,Marawi,PH,2021-03-15 01:00:52,7.9986,124.2928,81.0,77,0,4.0
600,Camacha,PT,2021-03-15 01:00:53,33.0833,-16.3333,60.8,72,40,6.91
601,Hatillo,PR,2021-03-15 01:00:53,18.4863,-66.8254,75.99,73,1,12.66
602,Howell,US,2021-03-15 01:00:53,42.6073,-83.9294,35.01,44,1,6.24
603,Jalu,LY,2021-03-15 01:00:54,29.0331,21.5482,57.27,50,0,8.72
604,Caborca,MX,2021-03-15 01:00:54,30.5838,-111.101,66.99,23,0,4.0
605,Esil,KZ,2021-03-15 01:00:55,51.9556,66.4042,-3.98,91,0,4.79
606,Ponta Delgada,PT,2021-03-15 01:00:55,37.7333,-25.6667,60.8,100,75,6.91
607,Arrifes,PT,2021-03-15 01:00:55,37.7667,-25.7,60.8,100,75,6.91
608,Yaan,NG,2021-03-15 01:00:56,7.3833,8.5667,75.15,79,47,7.72
609,Bath,GB,2021-03-15 01:00:56,51.3779,-2.3591,48.99,86,80,3.0
610,Dauriya,RU,2021-03-15 01:00:56,49.9333,116.8667,13.84,66,100,38.25
611,Antalaha,MG,2021-03-15 01:00:57,-14.9003,50.2788,75.33,89,10,6.4
612,Lusambo,CD,2021-03-15 01:00:57,-4.9667,23.45,70.92,92,100,0.67
613,Floro,NO,2021-03-15 01:00:57,61.5996,5.0328,39.2,56,0,4.61
614,Ayorou,NE,2021-03-15 01:00:58,14.7308,0.9174,78.08,18,0,9.62
615,Avera,US,2021-03-15 01:00:58,33.194,-82.5271,71.6,82,1,3.44
616,Troy,US,2021-03-15 01:00:59,42.6056,-83.1499,33.01,51,1,8.05
617,Upington,ZA,2021-03-15 01:00:59,-28.4478,21.2561,69.8,73,75,10.36
618,Lucapa,AO,2021-03-15 01:00:59,-8.4192,20.7447,63.46,93,85,2.89
619,Chifeng,CN,2021-03-15 01:01:00,42.2683,118.9636,36.54,18,0,23.06
620,Lorengau,PG,2021-03-15 01:01:00,-2.0226,147.2712,86.27,63,99,3.78
621,Antofagasta,CL,2021-03-15 00:59:30,-23.65,-70.4,68.0,77,75,9.22
622,Teeli,RU,2021-03-15 01:01:00,51.0333,90.2333,3.67,70,100,1.59
623,Nawada,IN,2021-03-15 01:01:01,24.8833,85.5333,60.8,88,0,4.79
624,Yemtsa,RU,2021-03-15 01:01:01,63.0734,40.3329,23.22,96,100,5.46
625,Rio Gallegos,AR,2021-03-15 01:01:02,-51.6226,-69.2181,57.2,72,75,5.75
626,Hargeysa,SO,2021-03-15 01:01:02,9.56,44.065,60.85,94,2,3.02
627,Hofn,IS,2021-03-15 01:01:02,64.2539,-15.2082,34.29,87,100,6.02
628,Grants,US,2021-03-15 01:01:03,35.1473,-107.8514,39.2,56,75,21.85
629,Sobolevo,RU,2021-03-15 01:01:03,54.4299,31.8996,34.61,98,100,11.12
630,Conceicao Do Araguaia,BR,2021-03-15 01:01:03,-8.2578,-49.2647,74.03,94,24,1.5
631,Teacapan,MX,2021-03-15 01:01:04,22.55,-105.75,67.73,60,0,10.22
632,Verkhnevilyuysk,RU,2021-03-15 01:01:04,63.4453,120.3167,-10.7,90,79,9.51
633,Tolaga Bay,NZ,2021-03-15 01:01:04,-38.3667,178.3,70.36,67,0,9.98
634,Bukama,CD,2021-03-15 01:01:05,-9.2,25.85,65.19,90,16,3.42
635,Guadalupe Y Calvo,MX,2021-03-15 01:01:05,26.1,-106.9667,49.93,17,23,5.77
636,Coquimbo,CL,2021-03-15 01:01:05,-29.9533,-71.3436,60.8,82,0,8.05
637,Mzimba,MW,2021-03-15 01:01:06,-11.9,33.6,61.14,91,79,4.25
638,Arman,RU,2021-03-15 01:01:06,59.7,150.1667,11.75,69,18,2.98
639,Mazamet,FR,2021-03-15 01:01:07,43.49,2.373,44.6,81,90,14.97
640,Cayenne,GF,2021-03-15 01:01:07,4.9333,-52.3333,77.0,100,75,10.07
641,Hun,LY,2021-03-15 01:01:07,29.1268,15.9477,55.54,67,0,6.6
642,Rurrenabaque,BO,2021-03-15 01:01:08,-14.4413,-67.5278,73.89,98,100,2.66
643,Gejiu,CN,2021-03-15 01:01:08,23.306,103.1635,54.3,84,100,5.44
644,Lewisburg,US,2021-03-15 01:01:09,35.4492,-86.7889,64.4,59,100,9.22
645,Asotthalom,HU,2021-03-15 01:01:09,46.1987,19.7833,44.01,64,100,10.36
646,Hovd,MN,2021-03-15 01:01:09,48.0056,91.6419,17.01,22,100,3.76
647,Dandong,CN,2021-03-15 01:01:10,40.1292,124.3947,45.61,76,100,12.08
648,Jacareacanga,BR,2021-03-15 01:01:10,-6.2222,-57.7528,73.15,97,22,1.3
649,Maragogi,BR,2021-03-15 01:01:10,-9.0122,-35.2225,77.58,75,100,6.6
650,Cubuk,TR,2021-03-15 01:01:11,40.2386,33.0322,46.0,75,75,3.44
651,Acajutla,SV,2021-03-15 01:01:11,13.5928,-89.8275,73.0,95,0,1.99
652,Hearst,CA,2021-03-15 01:01:11,49.6835,-83.6665,12.2,40,15,4.61
653,Langham,CA,2021-03-15 01:01:12,52.3668,-106.9679,44.6,57,20,21.85
654,Panguna,PG,2021-03-15 01:01:12,-6.3164,155.4848,79.18,71,99,2.13
655,Oranzherei,RU,2021-03-15 01:01:13,45.8476,47.5663,19.4,86,0,4.47
656,Palu,ID,2021-03-15 01:01:13,-0.8917,119.8707,87.64,62,13,0.74
657,Hualmay,PE,2021-03-15 01:01:13,-11.0964,-77.6139,72.84,77,69,2.75
658,Mnogovershinnyy,RU,2021-03-15 01:01:14,53.9353,139.9242,33.15,88,1,9.15
659,Rafaela,AR,2021-03-15 01:01:14,-31.2503,-61.4867,77.05,50,51,3.71
660,Ullapool,GB,2021-03-15 01:01:14,57.8987,-5.1604,41.0,64,54,1.01
661,Saravena,CO,2021-03-15 01:01:15,6.9538,-71.8752,77.5,69,50,2.84
662,Sur,OM,2021-03-15 01:01:15,22.5667,59.5289,75.22,46,0,6.2
663,Tamandare,BR,2021-03-15 01:01:16,-8.7597,-35.1047,77.63,77,100,6.22
664,Pyay,MM,2021-03-15 01:01:16,18.8167,95.2167,74.28,39,0,4.21
665,Yar-Sale,RU,2021-03-15 01:01:16,66.8333,70.8333,6.1,93,93,4.9
666,Crepy-En-Valois,FR,2021-03-15 01:01:17,49.2336,2.8881,44.01,87,75,14.97
667,Obo,CF,2021-03-15 01:01:17,5.3998,26.4869,70.14,86,94,5.21
668,Songadh,IN,2021-03-15 00:59:10,21.1667,73.5667,70.84,23,0,0.25
669,Sorland,NO,2021-03-15 01:01:18,67.667,12.6934,38.21,66,86,12.01
670,Ahipara,NZ,2021-03-15 01:01:18,-35.1667,173.1667,70.39,71,50,3.04
671,Te Anau,NZ,2021-03-15 01:08:23,-45.4167,167.7167,57.79,92,99,4.74
672,Adrian,US,2021-03-15 01:01:19,41.8975,-84.0372,39.2,41,1,8.05
673,La Victoria,VE,2021-03-15 00:56:36,10.2184,-67.3302,77.0,90,85,12.66
674,Chumikan,RU,2021-03-15 01:01:19,54.7183,135.315,28.18,94,100,9.95
675,Necochea,AR,2021-03-15 01:01:19,-38.5473,-58.7368,59.0,89,0,3.27
676,Monte Patria,CL,2021-03-15 01:01:20,-30.6919,-70.9467,61.43,72,0,1.74
677,Catuday,PH,2021-03-15 01:01:20,16.2923,119.8062,81.19,66,56,8.75
678,Harper,LR,2021-03-15 01:01:20,4.375,-7.7169,78.37,88,100,7.02
679,Raudeberg,NO,2021-03-15 01:01:21,61.9875,5.1352,36.0,85,0,17.16
680,Yekaterinovka,RU,2021-03-15 01:01:21,52.0508,44.3451,19.56,89,95,12.15
681,Erenhot,CN,2021-03-15 01:01:22,43.6475,111.9767,19.69,22,0,20.31
682,Bayir,TR,2021-03-15 01:01:22,37.2687,28.2167,53.6,100,75,4.61
683,Honiara,SB,2021-03-15 01:01:22,-9.4333,159.95,83.5,81,87,6.15
684,Lazi,UA,2021-03-15 01:01:23,48.0667,24.2333,38.88,98,100,3.89
685,Ndjole,GA,2021-03-15 01:01:23,-0.1783,10.7649,74.03,98,100,1.1
686,Inverness,GB,2021-03-15 01:01:23,57.4791,-4.224,39.99,87,7,5.75
687,Rocha,UY,2021-03-15 01:01:24,-34.4833,-54.3333,59.31,88,2,1.86
688,Shizunai,JP,2021-03-15 01:01:24,42.3339,142.3669,43.27,77,0,9.26
689,La Rioja,ES,2021-03-15 01:01:24,42.25,-2.5,46.99,76,90,6.91
690,Nurota,UZ,2021-03-15 01:01:25,40.5614,65.6886,24.8,86,100,6.91
691,Sabha,LY,2021-03-15 01:01:25,27.0377,14.4283,58.69,59,4,18.84
692,Yuzhno-Kurilsk,RU,2021-03-15 01:01:25,44.0306,145.8556,33.44,95,100,19.44
693,Alto Araguaia,BR,2021-03-15 01:01:26,-17.3147,-53.2153,69.1,85,100,2.62
694,Chahuites,MX,2021-03-15 01:01:26,16.2833,-94.1833,79.0,79,6,5.08
695,Kapoeta,SS,2021-03-15 01:01:27,4.7717,33.5903,84.45,34,0,16.69
696,Noumea,NC,2021-03-15 00:58:55,-22.2763,166.4572,86.0,62,20,16.11
697,Koslan,RU,2021-03-15 01:01:27,63.4564,48.8989,23.88,95,100,7.11
698,Thanh Hoa,VN,2021-03-15 00:57:38,19.8,105.7667,74.93,79,43,7.56
699,Vanimo,PG,2021-03-15 01:01:28,-2.6741,141.3028,85.51,67,100,2.77
700,Caxito,AO,2021-03-15 01:01:28,-8.5785,13.6643,80.6,83,40,4.61
701,Plettenberg Bay,ZA,2021-03-15 01:01:29,-34.0527,23.3716,68.0,94,100,6.93
702,Abonnema,NG,2021-03-15 01:01:29,4.7084,6.7931,74.98,91,100,4.45
703,Dunedin,NZ,2021-03-15 01:01:29,-45.8742,170.5036,69.01,58,100,1.01
704,Voi,KE,2021-03-15 01:01:30,-3.3945,38.563,70.2,86,30,3.29
705,Krasne,UA,2021-03-15 01:01:30,49.9145,24.6134,37.4,81,0,2.24
706,Jinxiang,CN,2021-03-15 01:01:30,27.4327,120.6062,61.52,71,1,2.82
