WeatherPy_Database,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Neuquen,AR,2021-03-15 00:56:30,-38.9516,-68.0591,75.2,53,0,5.75
294,Dikson,RU,2021-03-15 01:07:21,73.5069,80.5464,-24.36,99,100,12.01
295,Muisne,EC,2021-03-15 00:59:07,0.6,-80.0333,78.06,84,100,5.08
296,Fairbanks,US,2021-03-15 00:54:51,64.8378,-147.7164,21.99,56,1,5.75
297,Helsinki,FI,2021-03-15 00:59:07,60.1695,24.9355,33.01,100,75,2.3
298,Ambilobe,MG,2021-03-15 01:05:01,-13.2,49.05,73.04,94,15,2.33
299,Charlestown,AU,2021-03-15 00:55:42,-32.95,151.6667,71.01,75,99,12.46
300,Cidreira,BR,2021-03-15 00:59:08,-30.1811,-50.2056,73.92,85,83,9.22
301,Comodoro Rivadavia,AR,2021-03-15 00:53:55,-45.8667,-67.5,62.6,72,0,11.5
302,Fayaoue,NC,2021-03-15 00:59:09,-20.65,166.5333,79.68,77,0,15.61
303,Xining,CN,2021-03-15 00:59:09,36.6167,101.7667,45.39,13,0,0.98
304,Isangel,VU,2021-03-15 00:59:10,-19.55,169.2667,82.4,83,75,5.75
305,Lagoa,PT,2021-03-15 00:59:10,39.05,-27.9833,59.63,90,100,12.55
306,Axim,GH,2021-03-15 00:59:10,4.8699,-2.2405,78.3,82,100,2.66
307,Eyl,SO,2021-03-15 00:59:11,7.9803,49.8164,75.94,81,100,12.5
308,Nelson Bay,AU,2021-03-15 00:59:11,-32.7167,152.15,68.0,73,75,11.5
309,Port Lincoln,AU,2021-03-15 00:57:24,-34.7333,135.8667,62.96,77,100,5.59
310,Roma,US,2021-03-15 00:59:12,43.2128,-75.4557,26.01,42,1,13.8
311,Mangaratiba,BR,2021-03-15 00:59:12,-22.9597,-44.0406,77.0,88,40,3.44
312,Hannibal,US,2021-03-15 00:55:25,39.7084,-91.3585,45.0,76,90,8.05
313,Korla,CN,2021-03-15 00:54:15,41.7597,86.1469,51.22,35,100,10.54
314,Kara,TG,2021-03-15 00:58:25,9.5511,1.1861,82.4,47,100,6.91
315,Batsfjord,NO,2021-03-15 00:59:13,70.6345,29.7185,26.6,93,75,1.14
316,Areia Branca,BR,2021-03-15 01:07:25,-4.9561,-37.1369,80.76,69,38,17.85
317,Taonan,CN,2021-03-15 00:59:13,45.3333,122.7833,33.31,27,95,28.52
318,Miyako,JP,2021-03-15 00:59:14,39.6367,141.9525,49.69,71,76,5.28
319,San Cristobal,VE,2021-03-15 00:59:14,7.7669,-72.225,78.8,73,75,4.61
320,Kieta,PG,2021-03-15 00:59:14,-6.2167,155.6333,83.53,68,51,4.21
321,Sumenep,ID,2021-03-15 00:59:15,-7.0167,113.8667,82.53,72,95,2.71
322,Kloulklubed,PW,2021-03-15 00:59:15,7.0419,134.2556,82.4,83,75,6.91
323,Ouadda,CF,2021-03-15 00:59:15,8.0777,22.4007,69.39,69,94,5.3
324,Port Lavaca,US,2021-03-15 00:59:16,28.615,-96.6261,60.8,82,90,6.91
325,Xiantao,CN,2021-03-15 00:59:16,30.3833,113.4,63.73,91,100,1.81
326,Ekuvukeni,ZA,2021-03-15 00:59:17,-28.4675,30.1551,56.48,89,0,2.82
327,Wabana,CA,2021-03-15 00:59:17,47.6332,-52.9481,27.0,93,90,2.17
328,Arkadelphia,US,2021-03-15 00:59:17,34.1209,-93.0538,61.0,95,90,9.22
329,Samarai,PG,2021-03-15 00:59:18,-10.6167,150.6667,83.64,70,40,1.41
330,Kabompo,ZM,2021-03-15 00:59:18,-13.5927,24.2008,62.42,98,41,3.89
331,Aswan,EG,2021-03-15 00:54:30,24.0934,32.907,66.58,41,0,5.84
332,Kumbo,CM,2021-03-15 00:59:18,6.2,10.6667,62.35,86,100,1.12
333,Paciran,ID,2021-03-15 00:59:19,-6.8767,112.3761,80.92,78,95,4.99
334,Abnub,EG,2021-03-15 00:59:19,27.2696,31.1511,57.2,77,0,13.8
335,Na Wa,TH,2021-03-15 00:59:20,17.4897,104.1006,81.0,83,0,7.07
336,Rumoi,JP,2021-03-15 00:59:20,43.9344,141.6428,40.8,68,0,2.15
337,Ewo,CG,2021-03-15 00:59:20,-0.8725,14.8206,73.78,83,100,6.49
338,Lujiang,CN,2021-03-15 00:59:21,31.2581,117.2817,70.0,82,20,4.47
339,Bonfim,BR,2021-03-15 00:59:21,3.0833,-59.95,81.66,69,100,1.99
340,Baguanos,CU,2021-03-15 00:59:21,20.7517,-76.0269,77.0,69,20,12.66
341,Aykhal,RU,2021-03-15 00:59:22,66.0,111.5,-15.88,95,100,17.87
342,Nakonde,ZM,2021-03-15 00:59:22,-9.3421,32.745,56.86,95,49,3.85
343,Bontang,ID,2021-03-15 00:59:22,0.1333,117.5,81.27,75,0,5.73
344,Kulhudhuffushi,MV,2021-03-15 00:59:23,6.6221,73.07,82.85,71,70,11.05
345,Bandarbeyla,SO,2021-03-15 00:59:23,9.4942,50.8122,76.57,81,100,9.17
346,Sisimiut,GL,2021-03-15 00:59:24,66.9395,-53.6735,7.23,83,100,10.18
347,Asau,RO,2021-03-15 00:59:24,46.4333,26.4,39.99,59,100,2.33
348,Berlevag,NO,2021-03-15 00:59:24,70.8578,29.0864,29.68,92,100,13.09
349,Kudahuvadhoo,MV,2021-03-15 00:59:25,2.6708,72.8944,82.38,71,98,7.47
350,Manokwari,ID,2021-03-15 00:59:25,-0.8667,134.0833,83.17,68,29,5.08
351,Aksarka,RU,2021-03-15 00:59:25,66.5606,67.7975,11.01,91,100,6.51
352,Kathmandu,NP,2021-03-15 00:59:21,27.7167,85.3167,51.8,93,20,2.3
353,Saint Anthony,US,2021-03-15 00:59:26,45.0205,-93.218,44.6,29,1,13.8
354,Peyima,SL,2021-03-15 00:59:26,8.7,-11.0333,73.02,86,85,1.05
355,Yumen,CN,2021-03-15 00:59:27,40.2833,97.2,35.85,27,3,29.82
356,Yelizovo,RU,2021-03-15 00:59:27,53.1873,158.3805,37.4,44,0,2.24
357,Labytnangi,RU,2021-03-15 00:59:27,66.6572,66.4183,10.81,89,100,3.2
358,Baraboo,US,2021-03-15 00:59:28,43.4711,-89.7443,36.0,64,1,13.8
359,Havoysund,NO,2021-03-15 00:59:28,70.9963,24.6622,24.8,86,75,8.05
360,Kawalu,ID,2021-03-15 00:59:28,-7.3817,108.2082,79.52,82,81,1.19
361,Sunbury,AU,2021-03-15 00:56:03,-37.5833,144.7333,68.0,59,75,8.05
362,Vajszlo,HU,2021-03-15 00:59:29,45.8596,17.9841,39.99,86,100,4.0
363,Amapa,BR,2021-03-15 00:59:29,1.0,-52.0,72.14,99,100,2.24
364,Anse-Bertrand,GP,2021-03-15 00:59:30,16.4721,-61.5078,77.0,73,0,4.61
365,Coffs Harbour,AU,2021-03-15 00:59:30,-30.3,153.1333,70.0,73,90,19.57
366,Portland,US,2021-03-15 00:57:52,45.5234,-122.6762,44.6,76,90,17.27
367,Belchatow,PL,2021-03-15 00:59:31,51.3688,19.3567,30.99,95,31,5.64
368,Kitgum,UG,2021-03-15 00:59:31,3.2783,32.8867,75.43,44,79,2.86
369,Kolpashevo,RU,2021-03-15 00:59:31,58.3131,82.9089,2.71,96,93,6.96
370,Cap Malheureux,MU,2021-03-15 00:59:32,-19.9842,57.6142,75.99,93,100,1.01
371,Brae,GB,2021-03-15 00:59:32,60.3964,-1.353,42.8,81,75,13.8
372,Puri,IN,2021-03-15 00:59:32,19.8,85.85,75.2,94,0,3.06
373,Solnechnyy,RU,2021-03-15 00:59:33,50.7214,136.6319,33.64,75,18,9.35
374,Baruun-Urt,MN,2021-03-15 00:59:33,46.6806,113.2792,16.07,26,0,22.21
375,Puerto Maldonado,PE,2021-03-15 00:59:20,-12.6,-69.1833,75.25,92,100,2.33
376,San Quintin,MX,2021-03-15 00:59:34,30.4833,-115.95,55.99,75,100,15.66
377,Acapulco,MX,2021-03-15 00:58:52,16.8634,-99.8901,82.4,69,20,6.91
378,Kaeo,NZ,2021-03-15 00:59:34,-35.1,173.7833,73.99,68,7,10.0
379,Sioux Lookout,CA,2021-03-15 00:59:35,50.1001,-91.917,28.4,31,20,4.61
380,Mandalgovi,MN,2021-03-15 00:59:35,45.7625,106.2708,12.27,40,36,11.43
381,Matay,EG,2021-03-15 00:59:35,28.419,30.7792,56.08,73,33,13.18
382,Nizhneivkino,RU,2021-03-15 00:59:36,58.194,49.5214,24.42,92,99,9.93
383,Kitimat,CA,2021-03-15 00:59:36,54.0524,-128.6534,39.0,67,14,4.81
384,Port Shepstone,ZA,2021-03-15 00:59:36,-30.7414,30.455,73.18,89,64,12.37
385,Rafai,CF,2021-03-15 00:59:37,4.95,23.9167,69.39,84,100,4.32
386,Pringsewu,ID,2021-03-15 00:59:37,-5.3582,104.9744,79.27,83,0,1.86
387,Great Yarmouth,GB,2021-03-15 00:59:38,52.6083,1.7305,46.4,87,90,13.8
388,Tilichiki,RU,2021-03-15 00:59:38,60.4667,166.1,1.26,88,6,4.34
389,Tefe,BR,2021-03-15 00:59:32,-3.3542,-64.7114,74.75,92,9,1.21
390,Evensk,RU,2021-03-15 00:59:39,61.95,159.2333,1.0,68,71,1.99
391,Esna,EG,2021-03-15 00:59:39,25.2934,32.554,66.2,27,0,3.44
392,Tateyama,JP,2021-03-15 00:59:39,34.9833,139.8667,57.0,29,30,4.0
393,Antibes,FR,2021-03-15 00:59:40,43.5624,7.1278,51.8,30,0,13.8
394,Brigantine,US,2021-03-15 00:59:40,39.4101,-74.3646,46.4,34,1,13.8
395,Athabasca,CA,2021-03-15 00:59:40,54.7169,-113.2854,48.2,46,88,2.3
396,Aklavik,CA,2021-03-15 01:07:38,68.2191,-135.0107,-4.0,59,91,4.61
397,Manzhouli,CN,2021-03-15 00:59:41,49.6,117.4333,16.02,82,100,40.6
398,Khash,IR,2021-03-15 00:59:41,28.2211,61.2158,46.9,53,0,1.01
399,Verkhoyansk,RU,2021-03-15 00:59:42,67.5447,133.385,1.26,76,100,4.72
400,Salinas,US,2021-03-15 00:57:15,36.6777,-121.6555,60.8,51,40,10.36
401,Wajid,SO,2021-03-15 00:59:42,3.8093,43.2471,75.07,79,1,14.14
402,Taoudenni,ML,2021-03-15 00:54:56,22.6783,-3.9836,72.45,33,77,14.43
403,College,US,2021-03-15 00:59:43,64.8569,-147.8028,21.99,35,20,3.44
404,Labuhan,ID,2021-03-15 00:59:43,-6.8844,112.2051,80.89,79,97,5.01
405,Imeni Poliny Osipenko,RU,2021-03-15 00:59:43,52.4201,136.4853,31.71,88,59,15.23
406,Mikkeli,FI,2021-03-15 00:59:44,61.6886,27.2723,32.0,98,90,4.21
407,Anadyr,RU,2021-03-15 00:59:44,64.75,177.4833,5.0,78,75,13.42
408,Beruwala,LK,2021-03-15 00:59:44,6.4788,79.9828,75.67,87,9,4.18
409,Karasburg,NA,2021-03-15 00:59:45,-28.0167,18.75,64.96,47,61,11.23
410,Bundaberg,AU,2021-03-15 00:59:45,-24.85,152.35,90.0,58,40,5.75
411,Tombouctou,ML,2021-03-15 00:59:46,20.0,-3.0,71.26,33,0,10.0
412,Aksu,CN,2021-03-15 00:59:46,41.1231,80.2644,47.39,38,58,6.73
413,Humberto De Campos,BR,2021-03-15 00:59:46,-2.5983,-43.4611,74.95,93,63,3.65
414,Skjervoy,NO,2021-03-15 00:59:47,70.0311,20.9714,33.94,84,100,6.78
415,Kayerkan,RU,2021-03-15 00:59:47,69.3497,87.7602,-27.58,99,35,4.88
416,Apatity,RU,2021-03-15 00:59:47,67.5641,33.4031,16.99,97,70,1.45
417,Tvoroyri,FO,2021-03-15 00:59:48,61.5556,-6.8111,39.2,81,75,9.22
418,Roald,NO,2021-03-15 00:59:48,62.5833,6.1333,37.4,87,0,11.5
419,Alofi,NU,2021-03-15 00:59:49,-19.0595,-169.9187,86.0,70,75,9.22
420,Grand Gaube,MU,2021-03-15 00:55:09,-20.0064,57.6608,75.99,93,100,14.76
421,Morro Da Fumaca,BR,2021-03-15 00:59:49,-28.6508,-49.21,70.2,97,38,4.85
422,Tautira,PF,2021-03-15 00:59:50,-17.7333,-149.15,89.6,62,40,6.91
423,Harwich,GB,2021-03-15 00:59:50,51.9419,1.2844,46.99,73,99,13.0
424,Lhokseumawe,ID,2021-03-15 00:59:50,5.1801,97.1507,79.5,74,23,3.38
425,Sibolga,ID,2021-03-15 00:59:51,1.7427,98.7792,79.11,78,60,3.22
426,Virginia Beach,US,2021-03-15 00:59:51,36.8529,-75.978,62.6,23,75,9.22
427,Oktyabrskoye,RU,2021-03-15 00:59:51,43.0645,44.7417,23.0,93,0,2.24
428,Anqiu,CN,2021-03-15 00:55:18,36.4342,119.1925,51.73,77,100,6.26
429,Aradippou,CY,2021-03-15 00:59:52,34.95,33.5917,57.2,82,40,3.44
430,Leshukonskoye,RU,2021-03-15 00:59:52,64.8989,45.7622,29.35,94,100,7.38
431,Velykoploske,UA,2021-03-15 00:59:53,47.0125,29.6717,41.0,93,90,8.05
432,Port Macquarie,AU,2021-03-15 00:59:53,-31.4333,152.9167,72.0,72,100,1.99
433,Southbridge,US,2021-03-15 00:59:53,42.0751,-72.0334,27.0,25,23,5.99
434,Nahavand,IR,2021-03-15 00:59:54,34.1885,48.377,45.79,62,100,2.8
435,Broome,US,2021-03-15 00:59:54,42.2506,-75.833,27.0,46,75,16.11
436,Tual,ID,2021-03-15 00:59:54,-5.6667,132.75,83.64,69,99,4.27
437,Wuhu,CN,2021-03-15 00:59:55,31.3366,118.3755,57.2,82,87,8.95
438,Codrington,AU,2021-03-15 00:59:55,-38.2667,141.9667,66.83,62,87,9.35
439,Konstantinovka,RU,2021-03-15 00:59:55,49.6167,127.9833,40.68,78,100,14.54
440,Kholm,RU,2021-03-15 00:59:56,59.2667,32.85,33.42,95,100,6.85
441,Bose,IT,2021-03-15 00:59:56,45.4612,8.0137,43.0,45,0,1.01
442,San Policarpo,PH,2021-03-15 00:59:56,12.1791,125.5072,81.52,80,12,9.01
443,Puerto Leguizamo,CO,2021-03-15 00:59:57,-0.1934,-74.7819,75.58,86,95,2.42
444,San Lawrenz,MT,2021-03-15 00:59:57,36.0553,14.204,57.0,82,20,16.11
445,Sai Buri,TH,2021-03-15 00:59:58,6.7013,101.6168,75.2,88,20,5.75
446,Maiduguri,NG,2021-03-15 00:59:58,11.8464,13.1603,84.0,16,100,7.87
447,Neiafu,TO,2021-03-15 00:59:58,-18.65,-173.9833,86.0,70,40,8.05
448,Mar Del Plata,AR,2021-03-15 01:03:49,-38.0023,-57.5575,70.0,88,0,3.44
449,Marsh Harbour,BS,2021-03-15 00:59:59,26.5412,-77.0636,72.66,65,9,6.8
450,Moron,AR,2021-03-15 00:56:17,-34.6534,-58.6198,78.01,50,0,4.0
451,Karasjok,NO,2021-03-15 00:59:59,69.4719,25.5112,24.8,93,100,2.86
452,Casablanca,MA,2021-03-15 00:57:07,33.5928,-7.6192,60.01,87,0,4.61
453,Mugur-Aksy,RU,2021-03-15 01:00:00,50.35,90.5,3.07,63,100,4.88
454,Taltal,CL,2021-03-15 01:00:00,-25.4,-70.4833,64.92,87,62,4.76
455,Olafsvik,IS,2021-03-15 01:00:01,64.8945,-23.7142,34.63,85,100,13.58
456,Saint Charles,US,2021-03-15 01:00:01,38.7667,-90.7335,50.0,66,90,8.05
457,Itoman,JP,2021-03-15 01:00:02,26.1247,127.6694,69.8,56,20,5.75
458,Chechat,IN,2021-03-15 01:00:02,24.7667,75.8833,68.0,68,65,0.31
459,Nantucket,US,2021-03-15 00:55:50,41.2835,-70.0995,32.0,69,40,20.71
460,Deputatskiy,RU,2021-03-15 01:00:03,69.3,139.9,-7.51,78,66,2.13
461,Okato,NZ,2021-03-15 01:00:03,-39.2,173.8833,71.01,66,86,13.0
462,Birnin Kebbi,NG,2021-03-15 01:00:04,12.4539,4.1975,80.64,14,100,10.96
463,Ust-Omchug,RU,2021-03-15 01:00:04,61.15,149.6333,-0.6,84,9,1.23
464,Kenora,CA,2021-03-15 00:56:15,49.8167,-94.4337,33.01,32,40,5.75
465,Port-Gentil,GA,2021-03-15 01:07:49,-0.7193,8.7815,78.98,83,100,6.22
466,San Luis,AR,2021-03-15 00:56:30,-33.295,-66.3356,67.69,70,0,6.51
467,Columbia,US,2021-03-15 00:57:13,34.0007,-81.0348,71.6,53,75,4.61
468,Campbellford,CA,2021-03-15 00:56:35,44.3084,-77.7995,23.0,39,56,1.99
469,Watertown,US,2021-03-15 01:00:06,42.3709,-71.1828,27.0,43,1,24.16
470,Pinsk,BY,2021-03-15 01:00:06,52.1229,26.0951,33.69,94,14,7.18
471,Mount Gambier,AU,2021-03-15 01:00:07,-37.8333,140.7667,64.4,82,75,9.22
472,Misratah,LY,2021-03-15 01:00:07,32.3754,15.0925,57.58,70,0,15.59
473,Severnyy-Kospashskiy,RU,2021-03-15 01:00:08,59.0925,57.8008,16.0,74,100,3.0
474,Luwingu,ZM,2021-03-15 01:00:08,-10.2621,29.9271,58.35,95,33,2.53
475,Halmstad,SE,2021-03-15 01:00:09,56.6745,12.8568,41.0,93,75,14.52
476,Parsons,US,2021-03-15 01:00:09,37.3403,-95.2611,53.6,82,40,5.75
477,Mariager,DK,2021-03-15 01:00:10,56.6498,9.9752,39.99,95,100,10.0
478,Paamiut,GL,2021-03-15 01:00:10,61.994,-49.6678,26.83,74,100,9.82
479,Sao Filipe,CV,2021-03-15 01:00:10,14.8961,-24.4956,70.95,71,0,5.01
480,Ipixuna,BR,2021-03-15 01:00:11,-1.7625,-48.8043,75.2,94,40,8.05
481,Scottsboro,US,2021-03-15 01:00:11,34.6723,-86.0341,69.8,60,75,9.22
482,Nizhniy Kislyay,RU,2021-03-15 01:00:11,50.8497,40.1719,30.06,88,100,13.8
483,Uribia,CO,2021-03-15 01:00:12,11.7139,-72.266,78.31,71,97,16.67
484,Andros Town,BS,2021-03-15 01:00:12,24.7,-77.7667,71.6,78,0,5.75
485,Helong,CN,2021-03-15 01:00:13,42.5397,128.9972,49.48,38,100,3.98
486,Bilma,NE,2021-03-15 01:00:13,18.6853,12.9164,77.36,14,0,9.22
487,Bucyrus,US,2021-03-15 00:57:26,40.8084,-82.9755,37.4,52,1,19.57
488,Santa Rosalia,MX,2021-03-15 01:00:13,27.3167,-112.2833,62.55,35,0,2.21
489,Tecalitlan,MX,2021-03-15 01:00:14,19.4667,-103.3,78.8,65,1,6.06
490,Hamilton,US,2021-03-15 00:59:34,39.1834,-84.5333,52.0,46,1,3.44
491,Alice Springs,AU,2021-03-15 01:00:14,-23.7,133.8833,64.4,63,40,12.66
492,Stromness,GB,2021-03-15 01:00:15,58.965,-3.296,41.0,87,20,13.8
493,Erzin,TR,2021-03-15 01:00:15,36.9559,36.2,57.99,76,100,3.4
494,Baiyin,CN,2021-03-15 01:00:15,36.5583,104.2081,33.8,32,0,6.71
495,Mangrol,IN,2021-03-15 01:00:16,21.1167,70.1167,73.4,51,0,11.97
496,Ibra,OM,2021-03-15 01:00:16,22.6906,58.5334,63.03,45,49,1.77
497,Sangar,RU,2021-03-15 01:00:17,63.9242,127.4739,2.28,91,100,13.38
498,Lompoc,US,2021-03-15 00:56:40,34.6391,-120.4579,55.4,62,20,12.66
499,Gimli,CA,2021-03-15 01:00:17,50.6336,-96.9907,26.6,86,0,4.61
500,Myitkyina,MM,2021-03-15 01:00:18,25.3833,97.4,68.0,67,0,1.32
501,Saint-Augustin,CA,2021-03-15 01:00:18,51.226,-58.6502,7.74,84,100,17.18
502,Toamasina,MG,2021-03-15 01:00:19,-18.1667,49.3833,73.4,94,75,5.75
503,Maningrida,AU,2021-03-15 01:00:19,-12.0667,134.2667,86.86,69,30,2.21
504,Khorixas,NA,2021-03-15 01:00:19,-20.3667,14.9667,69.84,72,84,1.41
505,Mbandaka,CD,2021-03-15 01:00:20,0.0487,18.2603,73.22,89,100,3.62
506,Semporna,MY,2021-03-15 01:00:20,4.4818,118.6112,80.6,89,20,2.3
507,La Ronge,CA,2021-03-15 01:00:20,55.1001,-105.2842,46.4,46,40,17.27
508,Alta Floresta,BR,2021-03-15 01:00:09,-9.8756,-56.0861,71.64,94,82,1.3
509,Usinsk,RU,2021-03-15 01:00:21,65.9939,57.5281,20.12,94,100,17.67
510,Kodinsk,RU,2021-03-15 01:00:21,58.6881,99.1844,-0.92,97,52,5.23
511,Kiboga,UG,2021-03-15 01:00:22,0.9161,31.7742,63.39,67,6,3.24
512,Port Moresby,PG,2021-03-15 01:00:22,-9.4431,147.1797,84.2,74,75,11.5
513,Trofors,NO,2021-03-15 01:00:23,65.5333,13.4063,33.8,100,90,5.75
514,Vitim,RU,2021-03-15 01:00:23,59.4511,112.5578,0.1,93,49,7.07
515,Egvekinot,RU,2021-03-15 01:00:23,66.3167,-179.1667,10.22,92,100,3.85
516,San Marcos,US,2021-03-15 01:00:24,33.1434,-117.1661,57.99,58,1,9.22
517,Charleston,US,2021-03-15 00:55:37,32.7766,-79.9309,64.4,100,100,5.37
518,La Libertad,EC,2021-03-15 01:00:24,-2.2333,-80.9,79.97,72,100,5.53
519,Yanam,IN,2021-03-15 01:00:24,16.7333,82.2167,75.2,83,34,5.75
520,Inirida,CO,2021-03-15 01:00:25,3.8653,-67.9239,75.94,85,29,2.35
521,Gazanjyk,TM,2021-03-15 01:00:25,39.2446,55.5154,19.24,93,26,10.54
522,Hobyo,SO,2021-03-15 01:00:26,5.3505,48.5268,79.52,81,100,17.22
523,Sirajganj,BD,2021-03-15 01:00:26,24.45,89.7167,74.03,57,0,4.14
524,Kemin,KG,2021-03-15 01:00:26,42.7846,75.6892,17.42,90,63,0.38
525,Zhigansk,RU,2021-03-15 01:00:27,66.7697,123.3711,-19.61,84,4,9.64
526,Aripuana,BR,2021-03-15 01:00:27,-9.1667,-60.6333,73.08,96,78,0.51
527,Gizo,SB,2021-03-15 01:00:27,-8.103,156.8419,83.44,70,100,5.32
528,San Benito,US,2021-03-15 01:00:28,36.6166,-121.0844,59.0,66,92,4.7
529,Nikolayevsk-Na-Amure,RU,2021-03-15 01:00:28,53.1406,140.73,39.56,94,0,3.98
530,Sulangan,PH,2021-03-15 01:00:29,11.1373,123.7228,81.0,79,0,5.7
531,Anshun,CN,2021-03-15 01:00:29,26.25,105.9333,59.11,89,100,9.06
532,Posevnaya,RU,2021-03-15 01:00:29,54.3006,83.3297,0.45,95,100,6.4
533,Metro,ID,2021-03-15 01:00:30,-5.1131,105.3067,78.57,83,1,3.33
534,Rovaniemi,FI,2021-03-15 01:00:30,66.5,25.7167,23.0,93,90,3.44
535,Teguldet,RU,2021-03-15 01:04:42,57.3064,88.1667,-0.22,97,100,5.23
536,Batagay,RU,2021-03-15 01:00:31,67.6333,134.6333,-0.83,85,100,5.26
537,Sorong,ID,2021-03-15 01:00:31,-0.8833,131.25,83.59,72,38,6.91
538,Shihezi,CN,2021-03-15 01:00:31,44.3,86.0333,29.55,96,100,5.17
539,Kirakira,SB,2021-03-15 01:00:32,-10.4544,161.9205,83.46,74,32,4.92
540,Waingapu,ID,2021-03-15 01:00:33,-9.6567,120.2641,80.26,83,100,4.18
541,Kozhevnikovo,RU,2021-03-15 01:00:33,56.2589,83.9714,1.99,87,100,4.0
542,Alekseyevsk,RU,2021-03-15 01:00:33,57.8406,108.3492,3.6,93,79,8.88
543,Maceio,BR,2021-03-15 01:00:34,-9.6658,-35.7353,73.4,88,0,1.14
544,Crossfield,CA,2021-03-15 01:00:12,51.4334,-114.0353,60.8,16,40,10.36
545,Bardiyah,LY,2021-03-15 01:00:34,31.7561,25.0865,54.91,77,0,4.72
546,Djambala,CG,2021-03-15 01:00:35,-2.5447,14.7533,69.48,93,100,4.29
547,Nerchinskiy Zavod,RU,2021-03-15 01:00:35,51.3088,119.61,17.19,87,100,27.98
548,Mokrin,RS,2021-03-15 01:00:35,45.9358,20.4072,46.99,92,100,1.99
549,Nago,JP,2021-03-15 01:00:36,26.5881,127.9761,69.8,46,20,9.22
550,Mumford,GH,2021-03-15 01:00:36,5.2618,-0.759,78.82,78,100,2.26
551,Dongsheng,CN,2021-03-15 01:00:36,39.8161,109.9776,26.28,22,8,17.98
552,Batemans Bay,AU,2021-03-15 01:00:11,-35.7167,150.1833,66.0,54,4,3.0
553,Santa Barbara,US,2021-03-15 00:56:58,34.7333,-120.0343,55.0,62,40,10.36
554,Opuwo,NA,2021-03-15 01:00:37,-18.0607,13.84,67.86,79,9,2.39
555,Charters Towers,AU,2021-03-15 01:00:37,-20.1,146.2667,84.13,53,0,6.93
556,Natal,BR,2021-03-15 01:00:38,-5.795,-35.2094,80.6,74,20,9.22
557,Santa Fe,AR,2021-03-15 01:00:10,-31.6333,-60.7,80.6,32,80,6.42
558,Petropavlovsk-Kamchatskiy,RU,2021-03-15 01:00:38,53.0452,158.6483,37.4,44,0,2.24
559,Vilhena,BR,2021-03-15 01:00:39,-12.7406,-60.1458,69.19,94,92,0.74
560,Kokstad,ZA,2021-03-15 01:00:39,-30.5472,29.4241,55.63,93,0,2.21
561,Soyo,AO,2021-03-15 01:00:39,-6.1349,12.3689,80.51,80,100,7.92
562,Bambanglipuro,ID,2021-03-15 01:00:40,-7.95,110.2833,81.0,77,99,3.27
563,Nueva Loja,EC,2021-03-15 01:00:40,0.0847,-76.8828,72.86,95,100,1.97
564,Changping,CN,2021-03-15 01:00:40,40.2186,116.2197,53.6,19,0,20.13
565,Pingdu,CN,2021-03-15 01:00:41,36.7844,119.9464,51.01,81,75,15.66
566,Nanortalik,GL,2021-03-15 01:00:41,60.1432,-45.2371,29.25,84,100,9.93
567,Sarangani,PH,2021-03-15 01:00:41,5.4033,125.4636,82.69,72,0,2.84
568,Anchorage,US,2021-03-15 00:58:13,61.2181,-149.9003,21.99,49,90,5.75
569,Wilmington,US,2021-03-15 01:00:42,34.2257,-77.9447,68.0,52,1,5.75
570,Varginha,BR,2021-03-15 01:00:42,-21.5514,-45.4303,64.83,96,100,5.59
571,Belmonte,BR,2021-03-15 01:00:43,-15.8631,-38.8828,78.8,73,0,9.22
572,Thabazimbi,ZA,2021-03-15 01:00:43,-24.5917,27.4116,64.49,71,0,3.62
573,Barabinsk,RU,2021-03-15 01:00:43,55.3571,78.357,-6.45,99,82,7.81
574,Caceres,ES,2021-03-15 01:00:44,39.522,-6.3748,44.51,79,6,5.01
575,Yerbogachen,RU,2021-03-15 01:00:44,61.2767,108.0108,3.99,92,100,12.21
576,Hondo,JP,2021-03-15 01:00:44,32.45,130.2,50.0,81,34,3.44
577,Clonakilty,IE,2021-03-15 01:00:45,51.6231,-8.8706,48.0,81,75,11.5
578,Semey,KZ,2021-03-15 01:00:45,50.4111,80.2275,-4.0,77,0,2.24
579,Guanica,PR,2021-03-15 01:00:46,17.9716,-66.908,75.99,50,100,5.01
580,Havelock,US,2021-03-15 01:00:46,34.8791,-76.9013,63.0,44,100,7.4
581,Atambua,ID,2021-03-15 01:00:46,-9.1061,124.8925,80.33,75,99,2.24
582,Borovskoy,KZ,2021-03-15 01:00:47,53.8,64.15,5.02,86,0,8.28
583,Mogok,MM,2021-03-15 00:56:26,22.9167,96.5,68.52,35,0,1.03
584,Mareeba,AU,2021-03-15 01:00:47,-17.0,145.4333,89.01,58,90,5.75
585,Vangaindrano,MG,2021-03-15 01:00:48,-23.35,47.6,72.25,89,42,3.78
586,Gualeguay,AR,2021-03-15 01:00:48,-33.1416,-59.3097,74.1,38,10,9.28
587,Ascension,US,2021-03-15 01:00:49,30.2169,-90.9001,75.2,73,75,8.05
588,Atengo,MX,2021-03-15 01:00:49,20.1667,-99.3333,67.12,43,73,7.47
589,Ergani,TR,2021-03-15 01:00:49,38.2653,39.7621,44.6,81,75,4.61
590,Bubaque,GW,2021-03-15 01:00:50,11.2833,-15.8333,78.1,66,0,13.47
